,4:00,5:00,6:00,7:00,8:00,9:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,
AHC     ,0,0,0,0,0,3.92,3.95,3.95,3.95,3.95,3.95,3.95074,3.95074,3.95074,3.95074,3.95074,
AHH     ,0,0,0,0,0,14.7789,14.8119,14.8469,14.86,14.8577,14.8673,14.7183,14.7183,14.7183,14.7183,14.7183,
AHL     ,0,0,0,0,0,41.8508,41.4863,41.1174,40.8457,40.9314,41.0138,40.5567,40.5567,40.5567,40.5567,40.5567,
AHL-C   ,0,0,0,0,0,0,24.875,24.8729,24.8729,24.8729,24.891,24.8875,24.8875,24.8875,24.8875,24.8875,
AHL-D   ,0,0,0,0,0,0,0,0,0,23.13,23.13,23.13,23.13,23.13,23.13,23.13,
AHPI    ,0,0,0,0,0,1.9925,1.9925,1.94835,1.94835,1.94835,1.94835,1.94835,1.94835,1.94835,1.94835,1.94835,
AHT     ,0,0,0,0,0,3.70398,4.47254,4.57444,4.6138,4.65267,4.75325,4.77685,4.77685,4.77685,4.77685,4.77685,
AHT-D   ,0,0,0,0,0,0,0,24.92,24.92,24.92,24.9676,24.9676,24.9676,24.9676,24.9676,24.9676,
AHT-F   ,0,0,0,0,0,0,0,0,21.1533,21.1533,21.1533,21.17,21.17,21.17,21.17,21.17,
AHT-G   ,0,0,0,0,0,20.88,20.8325,20.85,20.85,20.8841,20.8841,20.8922,20.8922,20.8922,20.8922,20.8922,
AHT-H   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AHT-I   ,0,0,0,0,0,21.16,21.16,21.2627,21.195,21.2045,21.2045,21.2361,21.2361,21.2361,21.2361,21.2361,
AI      ,0,0,0,0,0,8.55914,8.5616,8.29256,8.4016,8.42755,8.24538,8.39048,8.3911,8.3911,8.3911,8.3911,
AI-B    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AIA     ,0,0,0,0,0,55.8234,55.8824,56.0149,56.0947,56.0947,58.3231,57.432,57.7324,57.7324,57.7324,57.7324,
AIC     ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AIEQ    ,0,0,0,0,0,24.15,24.147,24.147,24.1494,24.1494,24.1929,24.2081,24.2081,24.2081,24.2081,24.2081,
AIF     ,0,0,0,0,0,14.4063,14.4033,14.397,14.397,14.3957,14.3954,14.3957,14.3957,14.3957,14.3957,14.3957,
AIG     ,0,0,0,0,0,38.301,38.7483,39.1517,39.3019,39.2954,39.4234,39.6108,39.6108,39.6108,39.6108,39.6108,
AIG+    ,0,0,0,0,0,6.9,6.90473,7.04461,7.04391,7.04289,7.04289,7.01711,7.01711,7.01711,7.01711,7.01711,
AIHS    ,0,0,0,0,0,4.03003,4.03663,4.02038,4.01867,3.99695,3.99623,3.99387,3.99387,3.99387,3.99387,3.99387,
AIIQ    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AIMC    ,0,0,0,0,0,29.4421,29.1386,29.2478,29.0469,28.8806,29.1712,28.4453,28.8749,28.8749,28.8749,28.8749,
AIMT    ,0,0,0,0,0,21.1163,21.3589,21.5033,21.5923,21.7574,21.7551,20.94,21.4687,21.4687,21.4687,21.4687,
AIN     ,0,0,0,0,0,68.028,62.928,59.549,60.3696,62.7055,63.5479,64.2248,64.2248,64.2248,64.2248,64.2248,
AINC    ,0,0,0,0,0,65.1933,65.1693,63.7581,63.0011,62.974,63.2374,63.4191,63.4191,63.4191,63.4191,63.4191,
AINV    ,0,0,0,0,0,13.8636,14.1551,14.2113,14.1773,14.0481,13.9708,14.0533,14.0858,14.0858,14.0858,14.0858,
AIPT    ,0,0,0,0,0,0.981741,1.03588,1.03588,1.03901,1.03942,1.03966,1.04548,1.04555,1.04555,1.04555,1.04555,
AIQ     ,0,0,0,0,0,14.11,14.11,14.1144,14.1315,14.1315,14.1779,14.187,14.1874,14.1874,14.1874,14.1874,
AIR     ,0,0,0,0,0,36.4717,34.3329,34.7524,34.913,35.2017,35.4157,35.4233,35.4233,35.4233,35.4233,35.4233,
AIRG    ,0,0,0,0,0,10.99,10.8329,10.8271,10.8312,10.8561,10.7648,10.3947,10.4067,10.4067,10.4067,10.4067,
AIRI    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AIRR    ,0,0,0,0,0,23.71,23.592,23.5912,23.5911,23.578,23.6795,23.3485,23.3486,23.3486,23.3486,23.3486,
AIRT    ,0,0,0,0,0,27.18,27.18,27.18,27.18,27.18,27.263,30.1479,30.1479,30.1479,30.1479,30.1479,
AIT     ,0,0,0,0,0,55.9176,56.7638,56.4035,56.483,56.3261,56.292,55.6874,55.6874,55.6874,55.6874,55.6874,
AIV     ,0,0,0,0,0,47.9606,48.127,48.3922,48.25,48.1306,48.1145,48.069,48.069,48.069,48.069,48.069,
AIV-A   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AIW     ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AIY     ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AIZ     ,0,0,0,0,0,84.9317,86.0165,80.3654,84.9505,86.2416,88.1284,88.8115,88.8115,88.8115,88.8115,88.8115,
AIZP    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AJG     ,0,0,0,0,0,70.6336,70.7046,69.8619,69.9735,70.082,70.052,69.9226,69.9226,69.9226,69.9226,69.9226,
AJRD    ,0,0,0,0,0,37.9073,38.0814,38.2829,38.3033,38.4314,38.4603,38.277,38.277,38.277,38.277,38.277,
AJX     ,0,0,0,0,0,12.9177,12.8995,12.8995,12.8995,12.8649,12.8656,12.3184,12.3184,12.3184,12.3184,12.3184,
AJXA    ,0,0,0,0,0,0,0,0,0,24.32,24.3524,24.3524,24.3524,24.3524,24.3524,24.3524,
AKAM    ,0,0,0,0,0,60.6609,61.0371,61.3449,61.4525,61.39,61.4417,61.7945,62.263,62.263,62.263,62.263,
AKAO    ,0,0,0,0,0,1.68584,1.66941,1.66285,1.65743,1.65862,1.6589,1.65129,1.66207,1.66207,1.66207,1.66207,
AKBA    ,0,0,0,0,0,5.48026,5.44794,5.47614,5.50243,5.51973,5.45969,5.34522,5.44682,5.44682,5.44682,5.44682,
AKCA    ,0,0,0,0,0,28.37,28.4534,27.2964,27.0897,26.4796,26.5261,25.8117,26.2575,26.2575,26.2575,26.2575,
AKER    ,0,0,0,0,0,1.1843,1.18736,1.1593,1.12033,1.12024,1.11901,1.12056,1.12044,1.12044,1.12044,1.12044,
AKG     ,0,0,0,0,0,0.576904,0.580179,0.573166,0.532313,0.529218,0.658218,0.67224,0.67224,0.67224,0.67224,0.67224,
AKO.A   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AKO.B   ,0,0,0,0,0,0,0,0,0,0,22.7667,20.7878,20.7878,20.7878,20.7878,20.7878,
AKP     ,0,0,0,0,0,0,0,0,13.762,13.762,13.7595,13.7201,13.7201,13.7201,13.7201,13.7201,
AKR     ,0,0,0,0,0,28.0029,28.1028,27.7699,28.0527,28.0881,27.9594,27.6772,27.6772,27.6772,27.6772,27.6772,
AKRX    ,0,0,0,0,0,4.11582,4.04394,3.76176,3.80785,3.83804,3.75374,3.72166,3.80846,3.80846,3.80846,3.80846,
AKS     ,0,0,0,2.77,2.78771,2.47825,2.53685,2.58394,2.59124,2.6185,2.65012,2.66525,2.66525,2.66525,2.66525,2.66531,
AKTS    ,0,0,0,0,0,7.27769,7.23426,7.24012,7.26093,7.31042,7.32865,7.34047,7.34609,7.34609,7.34609,7.34609,
AKTX    ,0,0,0,0,0,1.94923,1.2999,1.40249,1.5307,1.62772,1.91959,1.93782,1.93875,1.93875,1.93875,1.93875,
AL      ,0,0,0,0,0,37.3532,36.5063,36.4344,36.5945,36.5189,36.8837,37.1082,37.1082,37.1082,37.1082,37.1082,
ALAC    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ALACR   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ALACU   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ALACW   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ALB     ,0,0,0,0,0,78.495,77.9623,78.1723,78.2722,78.261,77.8557,77.6892,77.6892,77.6894,77.6894,77.6894,
ALBO    ,0,0,0,0,0,23.088,23.0287,23.201,23.2356,23.238,23.7203,23.8597,24.0519,24.0519,24.0519,24.0519,
ALCO    ,0,0,0,0,0,30.01,30.01,30.2761,30.2761,30.2718,30.2692,30.1086,30.0629,30.0629,30.0629,30.0629,
ALD     ,0,0,0,0,0,0,0,44.0657,44.0657,44.0657,44.0657,44.0657,44.0657,44.0657,44.0657,44.0657,
ALDR    ,0,0,0,0,0,11.9982,11.9706,12.1611,12.1167,12.3345,12.5854,12.7091,12.8985,12.8985,12.8985,12.8985,
ALDX    ,0,0,0,0,0,8.49944,8.27557,8.22419,8.24315,8.21506,8.17676,8.08692,8.35391,8.35391,8.35391,8.35391,
ALE     ,0,0,0,0,0,74.7714,74.9797,75.222,75.2246,75.186,74.3771,74.6445,74.6445,74.6445,74.6445,74.6445,
ALEX    ,0,0,0,0,0,22.5548,22.6352,22.6276,22.6344,22.6251,22.6316,22.5486,22.5486,22.5486,22.5486,22.5486,
ALFA    ,0,0,0,0,0,0,45.24,45.295,45.295,45.295,45.295,45.295,45.295,45.295,45.295,45.295,
ALG     ,0,0,0,0,0,87.158,86.742,86.5961,86.5609,86.5576,84.9198,85.505,85.505,85.505,85.505,85.505,
ALGN    ,208.98,207.485,207.485,206.539,207.726,212.238,212.494,214.079,215.553,215.238,216.69,219.25,220.008,220.008,220.008,220.008,
ALGR    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ALGRR   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ALGRU   ,0,0,0,0,0,0,10.38,10.38,10.38,10.38,10.38,10.38,10.38,10.38,10.38,10.38,
ALGRW   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ALGT    ,0,0,0,0,0,125.108,125.177,125.055,122.859,121.283,120.762,120.612,122.951,122.951,122.951,122.951,
ALIM    ,0,0,0,0,0,0.8593,0.853986,0.853986,0.844996,0.846068,0.846723,0.846723,0.846854,0.846854,0.846854,0.846854,
ALJJ    ,0,0,0,0,0,1.35,1.35,1.35,1.35,0.586479,0.586479,0.639385,0.641201,0.641201,0.641201,0.641201,
ALK     ,0,0,0,0,0,62.6932,63.6328,63.9567,64.2254,64.2262,64.4369,63.9699,63.9699,63.9699,63.9699,63.9699,
ALKS    ,0,0,0,0,0,31.4072,31.7716,31.8314,31.8701,31.6599,31.7589,31.5897,31.9261,31.9261,31.9261,31.9261,
ALL     ,0,0,0,0,0,81.9897,81.3191,81.6969,79.2483,79.7603,77.4202,78.355,78.355,78.355,78.355,78.355,
ALL-A   ,0,0,0,0,0,0,0,25.4967,25.4967,25.4967,25.4967,25.4549,25.4549,25.4549,25.4549,25.4549,
ALL-B   ,0,0,0,0,0,0,0,25.15,25.15,25.15,25.0903,25.0903,25.0903,25.0903,25.0903,25.0903,
ALL-D   ,0,0,0,0,0,0,0,0,0,0,25.5275,25.5275,25.5275,25.5275,25.5275,25.5275,
ALL-E   ,0,0,0,0,0,0,25.3183,25.3238,25.327,25.327,25.3292,25.3292,25.3292,25.3292,25.3292,25.3292,
ALL-F   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ALL-G   ,0,0,0,0,0,24.87,24.87,24.87,24.8591,24.8434,24.8308,24.831,24.831,24.831,24.831,24.831,
ALLE    ,0,0,0,0,0,82.3545,83.8333,84.0109,83.9,83.523,84.0938,84.462,84.462,84.462,84.462,84.462,
ALLK    ,0,0,0,0,0,39.2875,38.9317,39.1416,38.8652,38.9682,38.9094,38.3041,38.448,38.448,38.448,38.448,
ALLO    ,0,0,0,0,0,30.2349,29.9027,29.6231,29.2778,29.2037,28.5694,28.5083,28.9024,28.9024,28.9024,28.9024,
ALLT    ,0,0,0,0,0,6.78364,6.78282,6.74714,6.74787,6.74813,6.74852,6.72757,6.72798,6.72798,6.72798,6.72796,
ALLY    ,0,0,0,0,0,26.0773,25.697,25.3743,25.2385,25.2128,24.9208,24.9362,24.9362,24.9362,24.9362,24.9362,
ALLY-A  ,0,0,0,0,0,0,26.0925,26.0925,26.145,26.145,26.1675,26.1805,26.1805,26.1805,26.1805,26.1805,
ALNA    ,0,0,0,0,0,7.57355,7.5509,7.5509,7.55398,7.55397,7.56609,7.57095,7.55385,7.55385,7.55385,7.55385,
ALNY    ,0,0,0,0,0,77.8709,77.2196,77.3335,77.6756,77.3855,77.6604,78.5821,79.1459,79.1459,79.1459,79.1459,
ALO     ,0,0,0,0,0,0,0,0.807529,0.807529,0.807529,0.794808,0.798463,0.798463,0.798463,0.798463,0.798463,
ALOT    ,0,0,0,0,0,19.98,19.98,19.98,19.98,19.9787,19.9764,19.9715,19.9717,19.9717,19.9717,19.9717,
ALP-Q   ,0,0,0,0,0,0,0,0,0,0,0,25.0152,25.0152,25.0152,25.0152,25.0152,
ALPN    ,0,0,0,0,0,7.02,7.04113,7.04113,7.04113,7.04113,7.04113,6.52999,6.55183,6.55183,6.55183,6.55183,
ALQA    ,0,0,0,0,0,2.49847,2.49431,2.49373,2.49359,2.49358,2.49381,2.49385,2.49388,2.49388,2.49402,2.49402,
ALRM    ,0,0,0,0,0,60.2743,58.7798,57.4397,57.0255,57.2516,58.6322,58.1183,58.7246,58.7246,58.7246,58.7246,
ALRN    ,0,0,0,0,0,1.07,1.07162,1.07848,1.07935,1.07963,1.07964,1.08013,1.08012,1.08012,1.08012,1.08012,
ALSK    ,0,0,0,0,0,1.92,1.78712,1.78024,1.78202,1.78518,1.79701,1.79778,1.79778,1.79779,1.79779,1.79779,
ALSN    ,0,0,0,0,0,47.8932,47.3228,47.2474,47.5113,47.4968,47.4179,47.2819,47.2819,47.2819,47.2819,47.2819,
ALT     ,0,0,0,0,3.14,3.02629,2.99721,2.98531,2.98921,3.03273,3.06838,3.12878,3.13092,3.13092,3.13092,3.13092,
ALTM    ,0,0,0,0,0,7.45533,7.59464,7.82138,7.38614,7.58008,7.67179,7.81697,7.82973,7.82973,7.82973,7.82973,
ALTR    ,0,0,0,0,0,30.8862,30.8815,30.9151,30.6797,30.6105,30.5137,29.4734,30.0263,30.0263,30.0263,30.0263,
ALTS    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ALTY    ,0,0,0,0,0,14.46,14.46,14.46,14.46,14.46,14.4875,14.4875,14.4875,14.4875,14.4875,14.4875,
ALV     ,0,0,0,0,0,73.576,75.131,75.5103,75.6132,75.8454,76.254,76.7317,76.7317,76.7317,76.7317,76.7317,
ALX     ,0,0,0,0,0,329.963,329.963,329.98,331.256,331.256,331.514,332.971,332.971,332.971,332.971,332.971,
ALXN    ,0,0,0,0,0,117.899,116.502,116.384,116.124,116.307,116.712,117.064,118.295,118.295,118.295,118.295,
ALYA    ,0,0,0,0,0,0,0,2.83921,2.8419,2.8419,2.84722,2.84713,2.84714,2.84714,2.84714,2.84714,
AM      ,0,0,0,0,0,24.5549,24.9735,25.194,25.4338,25.3331,25.2358,25.4577,25.4577,25.4577,25.4577,25.4577,
AMAG    ,0,0,0,0,0,15.3528,14.962,15.0216,15.1097,15.088,15.0528,14.7284,14.9079,14.9079,14.9079,14.9079,
AMAL    ,0,0,0,0,0,19.2451,19.2471,19.2443,19.2352,18.9978,18.7351,18.522,18.6482,18.6482,18.6482,18.6482,
AMAT    ,0,0,38.51,38.5476,38.5506,36.3666,36.3143,36.0349,36.1583,36.267,36.3323,36.3319,36.9462,36.9462,36.9462,36.9462,
AMBA    ,0,0,0,0,0,36.6382,36.1168,35.7775,35.0789,35.0722,34.7954,34.3273,35.0674,35.0674,35.0674,35.0674,
AMBC    ,0,0,0,0,0,17.6487,17.4494,17.6393,17.8552,17.8945,17.9312,17.9818,18.2722,18.2722,18.2722,18.2722,
AMBCW   ,0,0,0,0,0,0,9.25,9.25,9.25,9.25,8.90474,8.90474,8.90474,8.90474,8.90474,8.90474,
AMBO    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AMBR    ,0,0,0,0,0,0,8.37612,8.35555,8.34087,8.33742,8.0662,7.94652,7.94652,7.94652,7.94652,7.94652,
AMC     ,0,0,0,0,0,13.0465,13.3711,13.4009,13.3496,13.1669,13.1621,13.3141,13.3141,13.3141,13.3141,13.3141,
AMCA    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AMCI    ,0,0,0,0,0,0,0,0,0,9.68,9.68,9.68,9.68,9.68,9.68,9.68,
AMCIU   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AMCIW   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AMCN    ,0,0,0,0,0,0.543436,0.550911,0.553424,0.546771,0.54522,0.544439,0.544438,0.5442,0.544197,0.544197,0.544197,
AMCX    ,0,0,0,0,0,58.7108,59.6061,59.8808,60.1211,60.2419,60.4497,60.4403,60.6378,60.6378,60.6378,60.6378,
AMD     ,20.8166,20.8352,20.8531,21.1751,21.1383,20.6437,20.4065,20.3917,20.3019,20.2676,20.3259,20.436,20.5496,20.5533,20.5547,20.5574,
AME     ,0,0,0,0,0,63.6625,65.61,68.0894,68.9311,68.2106,68.3745,68.2495,68.2495,68.2495,68.2495,68.2495,
AMED    ,0,0,0,0,0,124.4,125.608,124.274,125.394,125.338,125.865,124.207,125.205,125.205,125.205,125.205,
AMEH    ,0,0,0,0,0,19.09,19.0911,19.0924,19.0406,18.8812,17.8031,17.1988,17.6732,17.6732,17.6732,17.6732,
AMG     ,0,0,0,0,0,98.6989,100.16,101.714,100.806,100.446,100.547,100.602,100.602,100.602,100.602,100.602,
AMGN    ,0,0,0,187.609,187.673,182.909,179.419,178.35,178.46,178.184,178.268,177.946,179.022,179.022,179.022,179.022,
AMGP    ,0,0,0,0,0,13.6857,13.1465,13.1623,13.3102,13.2724,13.2534,13.157,13.157,13.157,13.1631,13.1692,
AMH     ,0,0,0,0,0,20.9777,20.9764,20.6731,20.6919,20.6835,20.6735,20.8054,20.8054,20.8054,20.8054,20.8054,
AMH-D   ,0,0,0,0,0,0,24.63,24.7171,24.6925,24.6925,24.6586,24.639,24.639,24.639,24.639,24.639,
AMH-E   ,0,0,0,0,0,0,23.8131,23.8166,23.8166,23.8155,23.8068,23.7931,23.7931,23.7931,23.7931,23.7931,
AMH-F   ,0,0,0,0,0,0,0,0,0,0,22.69,22.69,22.69,22.69,22.69,22.69,
AMH-G   ,0,0,0,0,0,0,0,0,22.45,22.4507,22.4885,22.4885,22.4885,22.4885,22.4885,22.4885,
AMH-H   ,0,0,0,0,0,0,23.7197,23.7197,23.7122,23.7121,23.7143,23.7143,23.7143,23.7143,23.7143,23.7143,
AMID    ,0,0,0,0,0,0,4.035,4.05028,4.05155,4.06421,4.12998,4.07718,4.07718,4.07718,4.07718,4.07718,
AMJ     ,0,0,0,0,0,19.7261,20.4642,20.6999,21.2262,20.8856,21.173,21.4426,21.4426,21.4426,21.4426,21.4426,
AMJL    ,0,0,0,0,0,0,0,14.4,14.5135,14.5135,14.5135,14.5135,14.5135,14.5135,14.5135,14.5135,
AMKR    ,0,0,0,0,0,7.67725,7.56532,7.50386,7.49673,7.53555,7.60561,7.58238,7.64969,7.64969,7.64969,7.64969,
AMLP    ,0,0,0,0,0,8.08223,8.22931,8.49666,8.58515,8.53998,8.5958,8.33424,8.33424,8.33424,8.33424,8.33424,
AMMA    ,0,0,0,0,0,0.182485,0.177896,0.177777,0.17714,0.171283,0.267569,0.273019,0.273077,0.273075,0.273075,0.273281,
AMN     ,0,0,0,0,0,62.9752,63.3627,63.5032,63.576,63.6349,62.3082,62.1425,62.1425,62.1425,62.1425,62.1425,
AMNB    ,0,0,0,0,0,32.6446,32.645,32.645,32.645,32.6178,32.6163,32.5925,32.677,32.677,32.677,32.677,
AMOT    ,0,0,0,0,0,41.4941,41.6358,41.6138,41.6121,41.5996,41.6622,40.8094,41.1028,41.1028,41.1028,41.1028,
AMOV    ,0,0,0,0,0,0,11.715,11.715,13.35,13.35,13.35,13.35,13.35,13.35,13.35,13.35,
AMP     ,0,0,0,0,0,113.906,115.297,114.889,114.454,115.111,116.138,116.712,116.712,116.712,116.712,116.712,
AMPE    ,0,0,0,0,0,0.491983,0.491199,0.343688,0.392838,0.40099,0.348113,0.383987,0.383987,0.383987,0.383987,0.383987,
AMPH    ,0,0,0,0,0,22.1405,21.5362,21.77,21.8798,21.6687,21.656,19.752,20.6807,20.6807,20.6807,20.6807,
AMR     ,0,0,0,0,0,1.00724,1.00271,0.955722,0.958561,0.976239,0.993465,0.996394,0.996718,0.996718,0.996718,0.996718,
AMRB    ,0,0,0,0,0,0,0,0,13.7611,13.7611,13.7611,13.7609,13.7609,13.7609,13.7609,13.7609,
AMRC    ,0,0,0,0,0,14.8191,14.8093,14.8487,12.7016,14.0142,13.9577,13.3632,13.3632,13.3632,13.3632,13.3632,
AMRH    ,0,0,0,0,0,0.220268,0.219777,0.219936,0.219504,0.219988,0.220035,0.222943,0.22305,0.22305,0.22305,0.22305,
AMRHW   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AMRK    ,0,0,0,0,0,13.0574,13.0574,13.0606,13.1252,13.125,13.1179,13.0431,13.0483,13.0483,13.0483,13.0483,
AMRN    ,0,0,0,0,0,16.1303,16.0901,16.1366,16.1377,16.14,16.133,16.0451,16.0681,16.0685,16.0685,16.0702,
AMRS    ,0,0,0,0,0,2.62662,2.36006,2.43697,2.58188,2.6281,2.64579,2.66332,2.68928,2.68928,2.68928,2.68928,
AMRWW   ,0,0,0,0,0,0.11,0.11019,0.11019,0.11019,0.104638,0.104638,0.104638,0.104638,0.104638,0.104638,0.104638,
AMRX    ,0,0,0,0,0,11.0689,11.2973,11.5294,11.6098,11.4945,11.3402,11.3211,11.3211,11.3211,11.3211,11.3211,
AMS     ,0,0,0,0,0,0,0,0,2.51606,2.51606,2.51606,2.5313,2.5313,2.5313,2.5313,2.5313,
AMSC    ,0,0,0,0,0,12.351,12.184,12.3538,12.4681,12.3983,12.5113,12.3572,12.3965,12.3965,12.3965,12.3965,
AMSF    ,0,0,0,0,0,58.9446,57.2931,56.7483,56.9251,55.2652,54.6963,50.8609,54.608,54.608,54.608,54.608,
AMSWA   ,0,0,0,0,0,10.9599,10.9294,10.968,9.50165,9.71061,9.85482,9.33758,10.1848,10.1848,10.1848,10.1848,
AMT     ,0,0,0,0,0,149.635,154.79,158.421,158.221,160.988,162.868,164.124,164.124,164.124,164.124,164.124,
AMTB    ,0,0,0,0,0,13.6627,13.8341,13.8506,13.8603,13.8603,13.8703,13.8718,13.872,13.872,13.872,13.872,
AMTBB   ,0,0,0,0,0,11.51,12.1362,12.2465,12.2481,12.2995,12.3368,12.3907,12.3907,12.3907,12.3907,12.3907,
AMTD    ,0,0,0,0,0,53.6288,53.5752,53.7562,53.7158,53.6737,53.7606,53.6123,53.7481,53.7481,53.7481,53.7481,
AMTX    ,0,0,0,0,0,0.985625,0.978255,0.978255,0.978255,0.993525,1.00716,1.00809,1.00809,1.00809,1.00809,1.00809,
AMU     ,0,0,0,0,0,15.7453,15.7345,15.7426,15.7426,15.7655,15.8219,15.8533,15.8533,15.8533,15.8533,15.8533,
AMUB    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AMWD    ,0,0,0,0,0,65.6807,65.2622,65.1792,65.1229,64.9799,65.3433,65.2742,65.5975,65.5975,65.5975,65.5975,
AMX     ,0,0,0,0,0,14.4581,14.1758,14.3965,14.1831,13.9159,13.9257,14.1563,14.1563,14.1563,14.1563,14.1563,
AMZA    ,0,0,0,0,0,4.66423,4.7468,4.82827,4.85937,4.59563,4.628,4.61285,4.61285,4.61285,4.61285,4.61285,
AMZN    ,1617.74,1617.7,1617.84,1620.04,1620.31,1619.3,1614.88,1617.26,1622.74,1623.94,1628.7,1622.7,1628.28,1628.49,1628.68,1628.73,
AN      ,0,0,0,0,0,29.8851,34.7845,35.8434,36.1923,36.2781,36.1081,36.426,36.426,36.426,36.426,36.426,
ANAB    ,0,0,0,0,0,56.8572,58.2029,59.4388,60.0493,60.4296,61.2302,61.6426,62.3924,62.3924,62.3924,62.3924,
ANAT    ,0,0,0,0,0,137.322,137.441,137.471,137.482,137.303,137.328,137.363,137.306,137.306,137.306,137.306,
ANCX    ,0,0,0,0,0,24.3129,23.2754,23.2754,22.5734,22.9581,23.5622,22.3602,23.1604,23.1604,23.1604,23.1604,
ANDAU   ,0,0,0,0,0,10,10,10,10,10,10.0013,10.0379,10.0379,10.0379,10.0379,10.0379,
ANDE    ,0,0,0,0,0,34.51,33.5993,33.2477,33.1026,33.0718,33.37,32.9349,33.6971,33.6971,33.6971,33.6971,
ANDX    ,0,0,0,0,0,33.5573,34.4483,34.7674,34.8762,34.9048,34.205,34.3071,34.3071,34.3071,34.3071,34.3071,
ANET    ,0,0,0,0,0,205.231,205.643,202.737,202.695,202.355,202.47,204.186,204.186,204.186,204.186,204.186,
ANF     ,0,0,0,0,0,20.9466,19.8318,19.844,19.7988,19.6633,19.7369,19.8519,19.8519,19.8519,19.8519,19.8519,
ANFI    ,0,0,0,0,0,0.917218,0.917218,0.916884,0.916238,0.914423,0.911249,0.910116,0.910116,0.910116,0.910116,0.910116,
ANGI    ,0,0,0,0,0,16.0855,15.9295,15.6819,15.8117,15.7861,15.7928,15.8495,15.9207,15.9207,15.9207,15.9207,
ANGL    ,0,0,0,0,0,11.0566,17.0609,19.3507,19.5932,22.3828,23.0077,21.4607,21.4607,21.4607,21.4607,21.4607,
ANGO    ,0,0,0,0,0,19.2977,19.8237,18.5854,18.0567,17.7088,18.2244,17.3881,18.8006,18.8006,18.8006,18.8006,
ANH     ,0,0,0,0,0,4.45676,4.04997,4.09136,4.10344,4.09864,4.10896,4.2221,4.2221,4.2221,4.2221,4.2221,
ANH-A   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ANH-B   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ANH-C   ,0,0,0,0,0,0,0,0,24.69,24.69,24.69,24.68,24.68,24.68,24.68,24.68,
ANIK    ,0,0,0,0,0,33.7673,35.2496,35.7379,33.7042,35.4378,34.9534,35.098,35.7883,35.7883,35.7883,35.7883,
ANIP    ,0,0,0,0,0,52.79,53.1436,53.2658,53.6047,53.6053,52.6287,52.4295,52.984,52.984,52.984,52.984,
ANIX    ,0,0,0,0,0,5.43301,5.40311,5.39379,5.3924,5.35004,5.29772,5.26014,5.2598,5.2598,5.2598,5.2598,
ANSS    ,0,0,0,0,0,151.276,153.757,155.848,155.373,155.045,154.678,154.779,156.346,156.346,156.346,156.346,
ANTM    ,0,0,0,289.239,291.564,291.922,293.164,294.17,294.801,294.552,294.304,292.523,292.523,292.523,292.523,292.523,
ANY     ,0,0,0,0,0,2.74978,2.74374,2.74142,2.737,2.73692,2.72439,2.69152,2.68229,2.68229,2.68229,2.68229,
AOA     ,0,0,0,0,0,0,50.98,50.9854,50.9854,51.0883,47.9345,49.3859,49.3859,49.3859,49.3859,49.3859,
AOBC    ,0,0,0,0,0,11.504,11.2979,11.2408,11.2754,11.2969,11.4695,11.3325,11.4495,11.4495,11.4495,11.4495,
AOD     ,0,0,0,0,0,8.06,8.05667,7.14796,7.54314,7.65566,7.79146,7.83171,7.83171,7.83171,7.83171,7.83171,
AOK     ,0,0,0,0,0,0,33.445,33.445,33.445,33.4677,33.5125,30.1777,30.1777,30.1777,30.1777,30.1777,
